tanggal,harga_emas,kurs_jual,kurs_beli,data_inflasi,suku_bunga_bi,new_cases,new_deaths
2022-01-31,927000,14452.91,14309.1,0.0218,3.5,10185.0,17.0
2022-02-01,931000,,,0.0206,3.5,16021.0,28.0
2022-02-02,932000,14463.96,14320.04,0.0206,3.5,17895.0,25.0
2022-02-03,933000,14418.74,14275.27,0.0206,3.5,27197.0,38.0
2022-02-04,934000,14452.91,14309.1,0.0206,3.5,32211.0,42.0
2022-02-05,935000,,,0.0206,3.5,33729.0,44.0
2022-02-06,935000,,,0.0206,3.5,36057.0,57.0
2022-02-07,937000,14447.88,14304.12,0.0206,3.5,26121.0,82.0
2022-02-08,943000,14476.02,14331.98,0.0206,3.5,37492.0,83.0
2022-02-09,943000,14456.93,14313.08,0.0206,3.5,46843.0,65.0
2022-02-10,945000,14437.83,14294.17,0.0206,3.5,40618.0,74.0
2022-02-11,941000,14415.72,14272.28,0.0206,3.5,40489.0,100.0
2022-02-12,953000,,,0.0206,3.5,55209.0,107.0
2022-02-13,953000,,,0.0206,3.5,44526.0,111.0
2022-02-14,953000,14430.8,14287.21,0.0206,3.5,36501.0,145.0
2022-02-15,957000,14409.69,14266.31,0.0206,3.5,57049.0,134.0
2022-02-16,946000,14363.46,14220.54,0.0206,3.5,64718.0,167.0
2022-02-17,953000,14349.39,14206.61,0.0206,3.5,63956.0,206.0
2022-02-18,967000,14372.51,14229.5,0.0206,3.5,59635.0,216.0
2022-02-19,969000,,,0.0206,3.5,59384.0,158.0
2022-02-20,969000,,,0.0206,3.5,48484.0,163.0
2022-02-21,972000,14410.7,14267.31,0.0206,3.5,34418.0,176.0
2022-02-22,972000,14400.65,14257.36,0.0206,3.5,57491.0,257.0
2022-02-23,969000,14433.81,14290.19,0.0206,3.5,61488.0,227.0
2022-02-24,974000,14426.78,14283.23,0.0206,3.5,57426.0,317.0
2022-02-25,975000,14442.86,14299.15,0.0206,3.5,49447.0,244.0
2022-02-26,969000,,,0.0206,3.5,46643.0,258.0
2022-02-27,969000,,,0.0206,3.5,34976.0,229.0
2022-02-28,978000,,,0.0206,3.5,25054.0,262.0
2022-03-01,977000,14440.85,14297.16,0.0264,3.5,24728.0,325.0
2022-03-02,987000,14421.75,14278.25,0.0264,3.5,40920.0,376.0
2022-03-03,987000,,,0.0264,3.5,37259.0,232.0
2022-03-04,990000,14444.87,14301.14,0.0264,3.5,26347.0,328.0
